item_name,current_price,old_price_element,item_discount_element,item_link,discount
Amtec 24 Inch Digital LED TV AC/DC Clear Images,9297.0,7.0,1.0,/amtec-24-inch-digital-led-tv-acdc-clear-images-33638890.html,1.0
Dr. Rashel Aloe Vera Collagen + Vitamin E Face Serum,499.0,,38.0,/aloe-vera-collagen-vitamin-e-face-serum-dr.-rashel-mpg449927.html,38.0
Nunix Home Theater System With Remote/ FM/ Bluetooth,9495.0,0.0,47.0,/nunix-home-theater-system-with-remote-fm-bluetooth-67965106.html,47.0
Fashion T-shirt 4-in-1 Men's Shirts Short Sleeve 100% High Quality Free 3-in-1 Socks,1766.0,8.0,30.0,/fashion-t-shirt-4-in-1-mens-shirts-short-sleeve-100-high-quality-free-3-in-1-socks-70009783.html,30.0
Defacto Man Casual Slipper-Flipflop - Black,1589.0,7.0,49.0,/defacto-man-casual-slipper-flipflop-black-160038258.html,49.0
Fashion Lingge Women Bag Single Shoulder Oblique Cross Small Bag Chain Small Square Bag,429.0,,28.0,/fashion-lingge-women-bag-single-shoulder-oblique-cross-small-bag-chain-small-square-bag-151466548.html,28.0
Huda Beauty Get 7! 5in1 Lipkit + 2 Maybelline Superstay Matte Lipstick,799.0,,20.0,/huda-beauty-get-7-5in1-lipkit-2-maybelline-superstay-matte-lipstick-157304085.html,20.0
Amtec SUPER BASS SOUND SYSTEM BT/FM/USB,3789.0,9.0,24.0,/super-bass-sound-system-btfmusb-amtec-mpg1127875.html,24.0
USB 3.0 TO HDMI ADAPTER,1700.0,0.0,6.0,/generic-usb-3.0-to-hdmi-adapter-155913593.html,6.0
HDMI Cable 3Meters Wire High Speed With FULL HD,330.0,,43.0,/generic-hdmi-cable-3meters-wire-high-speed-with-full-hd-65955255.html,43.0
SUNCOAT NAVY BLUE Suede Cleaner - 300ml,294.0,,41.0,/navy-blue-suede-cleaner-300ml-suncoat-mpg356450.html,41.0
Fashion 5 Layer Rotate Jewellery Box (Does Not Include Any Jewelry)  - Transparent,965.0,0.0,43.0,/fashion-5-layer-rotate-jewellery-box-does-not-include-any-jewelry-transparent-153695424.html,43.0
WIRELESS DAY AND NIGHT VISION OUTDOOR SMART WIFI IP CCTV SECURITY CAMERA 360 PTZ,4550.0,0.0,43.0,/generic-wireless-day-and-night-vision-outdoor-smart-wifi-ip-cctv-security-camera-360-ptz-115862715.html,43.0
Fashion His Queen Her King Couple Bracelet Matching Bangles Lovers Jewelry Gift,92.0,,50.0,/fashion-his-queen-her-king-couple-bracelet-matching-bangles-lovers-jewelry-gift-43162747.html,50.0
"Solarmax SOLAR PANEL (All Weather ) 200Watts +Free Solar Controller ,3 Bulbs",7600.0,0.0,37.0,/generic-solarmax-solar-panel-all-weather-200watts-free-solar-controller-3-bulbs-58934625.html,37.0
"Vibrant Glamour Eye Cream Retinol Eye Cream Dark Circles,Wrinkles,Bags Retinol Eye Cream",599.0,0.0,43.0,/vibrant-glamour-eye-cream-retinol-eye-cream-dark-circleswrinklesbags-retinol-eye-cream-131608933.html,43.0
Fashion Ladies Cute Anti Stain Lace Rubber Shoes -white,599.0,,14.0,/ladies-cute-anti-stain-lace-rubber-shoes-white-fashion-mpg973945.html,14.0
Fashion Nude 9 Colors Matte Eyeshadow Palette,398.0,,29.0,/nude-9-colors-matte-eyeshadow-palette-fashion-mpg1581681.html,29.0
Fashion 2 Pcs Ladies Crossbody Bag Women Purse PU Mobile Phone Bag Black Mini Bag,699.0,,30.0,/fashion-2-pcs-ladies-crossbody-bag-women-purse-pu-mobile-phone-bag-black-mini-bag-152468004.html,30.0
Jameson Jameson Black Barrel Irish Whiskey - 750ml,4040.0,7.0,8.0,/jameson-jameson-black-barrel-irish-whiskey-750ml-58538277.html,8.0
Fashion Mens T-shirt Turtle Neck Sweatshirt Casual Long Sleeve Shirts-White,680.0,8.0,38.0,/fashion-mens-t-shirt-turtle-neck-sweatshirt-casual-long-sleeve-shirts-white-64024334.html,38.0
Fashion 3PCs Hottest Seamless Sexy Thong Panty,699.0,,13.0,/fashion-3pcs-hottest-seamless-sexy-thong-panty-57782746.html,13.0
Fashion Women's Sneakers Flat Shoes Ladies Breathable Slip-On Female Casual Shoes,2800.0,0.0,20.0,/fashion-womens-sneakers-flat-shoes-ladies-breathable-slip-on-female-casual-shoes-124699204.html,20.0
Extra Large Capacity 6 Litre – Air Fryer – Multicooker,6789.0,9.0,24.0,/silvercrest-extra-large-capacity-6-litre-air-fryer-multicooker-122073062.html,24.0
Pods Recharge Wireless I -12TWS Bluetooth Earbuds Sports Hifi Touch,600.0,0.0,40.0,/generic-pods-recharge-wireless-i-12tws-bluetooth-earbuds-sports-hifi-touch-131478701.html,40.0
Sunnypex 80AH Battery + Special All Weather Solar Panel Fullkit Sunlight 100W Solar Panel +  300 Watts Inverter + 10 Amp Controller +  25 YEARS WARANT,12700.0,0.0,42.0,/sunnypex-80ah-battery-special-all-weather-solar-panel-fullkit-sunlight-100w-solar-panel-300-watts-inverter-10-amp-controller-25-years-warant-139260510.html,42.0
Tisa Nyota Women Handbag Set Shoulder Bags Wallet 4 Pcs-Pink,1100.0,0.0,27.0,/tisa-nyota-women-handbag-set-shoulder-bags-wallet-4-pcs-pink-70586525.html,27.0
Qwen Portable Laptop Holder Aluminum Alloy Fold Able Computer Stand,650.0,0.0,35.0,/qwen-portable-laptop-holder-aluminum-alloy-fold-able-computer-stand-159086485.html,35.0
A4 Laminator Machine Hot & Cold Thermal Laminator,4999.0,0.0,27.0,/generic-a4-laminator-machine-hot-cold-thermal-laminator-126318170.html,27.0
M90 Bluetooth 5.3 Headphones Wireless Touch Gaming,850.0,4.0,32.0,/generic-m90-bluetooth-5.3-headphones-wireless-touch-gaming-152289259.html,32.0
Ice Cool Icecool 60 Litres Chest Freezer,24000.0,0.0,41.0,/ice-cool-icecool-60-litres-chest-freezer-150283864.html,41.0
TC 10 Pieces Die Cast Non Stick Cooking Pots- Sufuria Ware Sets,15996.0,98.0,1.0,/tc-10-pieces-die-cast-non-stick-cooking-pots-sufuria-ware-sets-162712425.html,1.0
Curren 8225 Quartz Fashion Watch Man Watch Top Brand,3197.0,8.0,1.0,/curren-8225-quartz-fashion-watch-man-watch-top-brand-165922931.html,1.0
5 Pcs Car Rubber Mats Waterproof Toyota Corolla Floor Mats,2279.0,0.0,43.0,/generic-5-pcs-car-rubber-mats-waterproof-toyota-corolla-floor-mats-129974241.html,43.0
Foot Mask Foot Peeling Mask Callus Remover Foot Peeling Lavender Exfoliating,250.0,,50.0,/foot-mask-foot-peeling-mask-callus-remover-foot-peeling-lavender-exfoliating-160703673.html,50.0
"XIAOMI Redmi Note 12, 6.67'' , 6GB+128GB, 50MP, Dual Sim, 33W Fast Charge-Onyx Gray",25999.0,99.0,28.0,/xiaomi-redmi-note-12-6.67-6gb128gb-50mp-dual-sim-33w-fast-charge-onyx-gray-126439492.html,28.0
ACNES C10- 10% Pure Vitamin C Serum,2750.0,0.0,19.0,/acnes-c10-10-pure-vitamin-c-serum-71687410.html,19.0
"Skilltech 15"" To 43"" Tilting Wall Mount Bracket.",600.0,,32.0,/skilltech-15-to-43-tilting-wall-mount-bracket.-39184436.html,32.0
"Itel P40 4G Lite,6.6'' //64GB ROM+4GB RAM //13MP //Dual SIM /6000mAh+FREE BT+W+O+R+C",11599.0,99.0,42.0,/itel-p40-4g-lite6.6-64gb-rom4gb-ram-13mp-dual-sim-6000mahfree-btworc-136174300.html,42.0
Adidas Adilette Aqua Slides Unisex,2760.0,0.0,40.0,/adidas-adilette-aqua-slides-unisex-94263884.html,40.0
Fashion 【 Cowhide - Brown 】 Mens Shoes Men's Sandals Slippers Leather Open Toe Sports,1999.0,0.0,43.0,/fashion-cowhide-brown-mens-shoes-mens-sandals-slippers-leather-open-toe-sports-151403492.html,43.0
"Realme C30s, 6.5"", 64GB ROM + 3GB RAM, 8MP (Dual SIM) 5000mAh - Blue",12329.0,49.0,1.0,/c30s-6.5-64gb-rom-3gb-ram-8mp-dual-sim-5000mah-blue-realme-mpg1759963.html,1.0
Humidifier Air Freshener Oil Diffuser,1245.0,0.0,38.0,/generic-humidifier-air-freshener-oil-diffuser-115257720.html,38.0
"Kly Sex Lubricating Jelly,Water Based&Condom Safe",380.0,,37.0,/generic-kly-sex-lubricating-jellywater-basedcondom-safe-148148364.html,37.0
Lenovo LP40 Wireless Earphone Bluetooth 5.0 Headset White,1298.0,9.0,35.0,/lp40-wireless-earphone-bluetooth-5.0-headset-white-lenovo-mpg384266.html,35.0
Stick On Wall Clock DIY Large Modern Design Decal 3D,680.0,,29.0,/generic-stick-on-wall-clock-diy-large-modern-design-decal-3d-37988349.html,29.0
"Nokia C1 2nd Edition, 5.45"" - 16GB + 1GB (Dual Sim) 2500 MAh + SMART WATCH & AIRPODS",8799.0,99.0,20.0,/c1-2nd-edition-5.45-16gb-1gb-dual-sim-2500-mah-smart-watch-airpods-nokia-mpg441724.html,20.0
LG SMART Universal LED TV Remote Control For LG TV,884.0,,1.0,/smart-universal-led-tv-remote-control-for-tv-lg-mpg309357.html,1.0
"Snail Repairing&Skin Regeneration Cream-ImproveDullness,Darkness&Spots",350.0,,30.0,/repairing-skin-regeneration-cream-snail-mpg1826607.html,30.0
"Samsung Galaxy A34 5G, 6.6"", 128GB + 8GB RAM (Dual SIM), 5000mAh, Graphite",39999.0,99.0,9.0,/galaxy-a34-5g-6.6-128gb-8gb-ram-dual-sim-5000mah-graphite-samsung-mpg1520921.html,9.0
Dr. Rashel Gold Collagen Sun Cream SPF 100 UVA UVB Protection Sunscreen,435.0,,46.0,/sun-cream-anti-ageing-spf-100-dr.-rashel-mpg439436.html,46.0
Classic Dream 8 Color Correct Contour Concealer Palette,345.0,,43.0,/dream-8-color-correct-contour-concealer-palette-classic-mpg1168050.html,43.0
Dr. Rashel Vitamin C Brightening And Anti-aging Face Cream + Face Serum,950.0,0.0,21.0,/dr.-rashel-vitamin-c-brightening-and-anti-aging-face-cream-face-serum-43622140.html,21.0
Glittering Baubles Balls Christmas Tree Ornament Xmas-Golden,662.0,4.0,50.0,/generic-glittering-baubles-balls-christmas-tree-ornament-xmas-golden-47828769.html,50.0
Solarmax 80ah Solar Battery No Maintenance  Dry Cell,5390.0,0.0,33.0,/solarmax-80ah-solar-battery-no-maintenance-dry-cell-104462342.html,33.0
Canye Hair Dryer Blow Dryer Hair Tools+ 12PCS Gifts,2999.0,0.0,33.0,/hair-dryer-blow-dryer-hair-tools-12pcs-gifts-generic-mpg382632.html,33.0
Fashion Hundreds Of Martin Boots Women's Shoes,1479.0,0.0,38.0,/fashion-hundreds-of-martin-boots-womens-shoes-125910574.html,38.0
"Nunix 3 Taps Hot, Normal And Cold Water Dispenser",6499.0,9.0,35.0,/nunix-3-taps-hot-normal-and-cold-water-dispenser-160809331.html,35.0
Nunix Glass Table Top Double Burner Gas Stove + Pipe & Regulator,3399.0,8.0,50.0,/nunix-glass-table-top-double-burner-gas-stove-pipe-regulator-157343160.html,50.0
5PC Yoga Resistance Band Fitness Equipment,695.0,8.0,42.0,/generic-5pc-yoga-resistance-band-fitness-equipment-122455056.html,42.0
Fashion Half Rimless Metal Frame Mens Anti-blue Ray Computer Glasses,1218.0,0.0,30.0,/fashion-half-rimless-metal-frame-mens-anti-blue-ray-computer-glasses-25989122.html,30.0
Foldable/Portable Clothes Drying And Hanging Rack,3099.0,0.0,44.0,/generic-foldableportable-clothes-drying-and-hanging-rack-137477477.html,44.0
BM800 Professional Condenser Microphone.Kits,2800.0,8.0,44.0,/generic-bm800-professional-condenser-microphone.kits-115562548.html,44.0
Epimax Baby And Junior Cream,5589.0,0.0,18.0,/epimax-baby-and-junior-cream-153177555.html,18.0
Healthy Manual Breast Pump + Free Baby Bottle Cap - Multicolor,979.0,0.0,35.0,/healthy-manual-breast-pump-free-baby-bottle-cap-multicolor-generic-mpg314723.html,35.0
Nunix 4 Gas Burner Table Top Cooker,4392.0,0.0,45.0,/nunix-4-gas-burner-table-top-cooker-102860195.html,45.0
Car Bluetooth Kit Wireless Music Audio Receiver.,390.0,,44.0,/car-bluetooth-kit-wireless-music-audio-receiver-generic-mpg300968.html,44.0
Fashion 2.4GHZ Rechargeable RGB Wireless Mouse,490.0,,40.0,/fashion-2.4ghz-rechargeable-rgb-wireless-mouse-67961217.html,40.0
Dr. Rashel Vitamin C Brightening And Anti-aging Face Cream + Face Serum,890.0,,1.0,/dr.-rashel-vitamin-c-brightening-and-anti-aging-face-cream-face-serum-32038868.html,1.0
"Sokany Electric Hand Mixer With Bowl,Whisk Egg Beater Cake Baking",1899.0,0.0,49.0,/electric-hand-mixer-with-bowlwhisk-egg-beater-cake-baking-sokany-mpg302550.html,49.0
Fashion Non-Piercing Fake Nose Ring Reusable Stainless Steel-Silver,107.0,,50.0,/fashion-non-piercing-fake-nose-ring-reusable-stainless-steel-silver-51559401.html,50.0
Stick On Wall Clock DIY Large Modern Design Decal 3D,720.0,8.0,29.0,/generic-stick-on-wall-clock-diy-large-modern-design-decal-3d-31689739.html,29.0
3 In 1 Cosmetic/Toiletry/Makeup/Make Up Travel Bag Set,750.0,0.0,42.0,/generic-3-in-1-cosmetictoiletrymakeupmake-up-travel-bag-set-93254429.html,42.0
"Nunix Bottom Load Water Dispenser,Hot &Nornal,Energy Efficient",9800.0,0.0,35.0,/nunix-bottom-load-water-dispenserhot-nornalenergy-efficient-158279425.html,35.0
Playstation DualShock 4 Wireless Controller (PS4) - Grey Camo,3399.0,0.0,48.0,/playstation-dualshock-4-wireless-controller-ps4-grey-camo-159733882.html,48.0
"XIAOMI Redmi 12C, DISPLAY SIZE 6.71-inch ,4GB RAM, 128GB ROM ,5000mMAH",17200.0,0.0,31.0,/xiaomi-redmi-12c-display-size-6.71-inch-4gb-ram-128gb-rom-5000mmah-152998347.html,31.0
G01Bluetooth Neckband  Magnetic Earbuds,1000.0,0.0,44.0,/generic-g01bluetooth-neckband-magnetic-earbuds-124113309.html,44.0
L.A. Girl High definition concealer pro conceal - Dark cocoa,219.0,,45.0,/high-definition-concealer-pro-conceal-dark-cocoa-l.a.-girl-mpg1266335.html,45.0
calabaza Maca Root Powder[Red Maca],650.0,0.0,46.0,/calabaza-maca-root-powderred-maca-151163776.html,46.0
TCL Smart Tv Remote Control For TCL Tv,1099.0,0.0,45.0,/smart-tv-remote-control-for-tcl-tv-tcl-mpg353049.html,45.0
Fashion 3 PCS Women Bags Ladies Bags Handbags Purse Shoulder Bags Tote Bags Hobo Bags,1299.0,9.0,37.0,/fashion-3-pcs-women-bags-ladies-bags-handbags-purse-shoulder-bags-tote-bags-hobo-bags-37983222.html,37.0
Haven Organics Kensil Guard (Diatomaceous Earth Insecticide Dust) 250 Grams,750.0,,12.0,/haven-organics-kensil-guard-diatomaceous-earth-insecticide-dust-250-grams-64256661.html,12.0
Fashion 3 Pieces  High Waist  Tummy Control Ladies Seamless Pants - Assorted Colors,485.0,,12.0,/fashion-3-pieces-high-waist-tummy-control-ladies-seamless-pants-assorted-colors-153919027.html,12.0
Sandisk Ultra Fit USB 3.1 Flash Drive  - 128GB - Black,1990.0,2.0,49.0,/ultra-fit-usb-3.1-flash-drive-128gb-black-sandisk-mpg206901.html,49.0
Fashion Lady Girl Sweet Love Heart Charm Cuff Rhinestone Bracelet-,132.0,,50.0,/fashion-lady-girl-sweet-love-heart-charm-cuff-rhinestone-bracelet-51767538.html,50.0
Fashion Mini 64GBTF Memory Card SD Flash Memory Card,429.0,,49.0,/fashion-mini-64gbtf-memory-card-sd-flash-memory-card-88059433.html,49.0
Fashion Womens  Briefs Nyash Lifter Padded Control Hip Enhancer Underwear Shapewear Boyshort,998.0,9.0,50.0,/fashion-womens-briefs-nyash-lifter-padded-control-hip-enhancer-underwear-shapewear-boyshort-151163555.html,50.0
Curren 9015 Rose Gold Blue Watch.,3299.0,0.0,6.0,/curren-9015-rose-gold-blue-watch.-45949448.html,6.0
"Itel P40 4G Lite, Disp 6.6'' //64GB ROM+4GB RAM //13MP //Dual SIM //6000mAh /Ksly",11199.0,99.0,44.0,/itel-p40-4g-lite-disp-6.6-64gb-rom4gb-ram-13mp-dual-sim-6000mah-ksly-136174256.html,44.0
Disaar Probiotic Mouth Spray Fresh Breath Grape Flavor -20ml,349.0,,46.0,/disaar-probiotic-mouth-spray-fresh-breath-grape-flavor-20ml-155995310.html,46.0
Car Anti-fog Anti-glare Waterproof Film Rain Shield Sticker Film Car Anti-fog Waterproof Stciker .,599.0,9.0,45.0,/generic-car-anti-fog-anti-glare-waterproof-film-rain-shield-sticker-film-car-anti-fog-waterproof-stciker-.-53210650.html,45.0
Bebe KIDS STUDY TABLETS 128GB/4GB With Simcard Slot 10inch.,17880.0,0.0,11.0,/kids-study-tablets-128gb4gb-with-simcard-slot-10inch.-bebe-mpg819149.html,11.0
Fashion 5 In 1 Women Bags Ladies Handbags Tote Bag Purse,959.0,8.0,36.0,/fashion-5-in-1-women-bags-ladies-handbags-tote-bag-purse-38982769.html,36.0
500ml Cockroach Killer,1200.0,0.0,11.0,/generic-500ml-cockroach-killer-58973056.html,11.0
"Tecno Phantom V Flip 5G, 256GB + 8GB RAM (Single SIM), 4000mAh, Mystic Dawn",97999.0,99.0,2.0,/tecno-phantom-v-flip-5g-256gb-8gb-ram-single-sim-4000mah-mystic-dawn-166210091.html,2.0
"Pei Mei Pink Essence Cream For Sexy Pink&tender Lips, Areolas And Private Parts(keeps Pink And Tender)",380.0,,37.0,/pei-mei-pink-essence-cream-for-sexy-pinktender-lips-areolas-and-private-partskeeps-pink-and-tender-156514118.html,37.0
"LG Lhd657 - 1000W, 5.1CH Home Theatre (4 Tallboy)",49399.0,0.0,18.0,/lhd657-1000w-5.1ch-home-theatre-4-tallboy-lg-mpg351855.html,18.0
10000mAh Portable Power Bank Solar With Light,1499.0,6.0,47.0,/generic-10000mah-portable-power-bank-solar-with-light-154511214.html,47.0
"Super Ducha Instant Hot Water Shower Heater, Shower Head",1695.0,0.0,32.0,/super-ducha-instant-hot-water-shower-heater-shower-head-33633725.html,32.0
Micolor 4PCs Fit Me Matte Poreless Powder+Liquid Foundation+Primer+Finish Spray,649.0,,24.0,/micolor-4pcs-fit-me-matte-poreless-powderliquid-foundationprimerfinish-spray-167011882.html,24.0
"Solarmax 30A Solar Charger Controller, 12V/24V Solar Panel Intelligent Regulator With Dual USB Port And PWM LCD Display",1900.0,0.0,37.0,/solarmax-30a-solar-charger-controller-12v24v-solar-panel-intelligent-regulator-with-dual-usb-port-and-pwm-lcd-display-89641273.html,37.0
DELL Laptop Charger 19.5V 4.62A (90W) Big Pin,905.0,0.0,25.0,/laptop-charger-19.5v-4.62a-90w-big-pin-dell-mpg430331.html,25.0
Jewelry Organizer Box Large Jewellry Organizer Case PU Leather With Lock-Pink,1290.0,8.0,43.0,/generic-jewelry-organizer-box-large-jewellry-organizer-case-pu-leather-with-lock-pink-146963232.html,43.0
Skmei Top Men Dual Display LED Digital Date Watch,1123.0,4.0,42.0,/skmei-top-men-dual-display-led-digital-date-watch-29222182.html,42.0
Fashion Raincoat - Waterproof,1500.0,0.0,12.0,/fashion-raincoat-waterproof-111524287.html,12.0
USB 360° Rotating Decorative Bedroom Light Disco  Light,389.0,,49.0,/generic-usb-360-rotating-decorative-bedroom-light-disco-light-153673796.html,49.0
Men's Fanny Bags Multipurpose PU Leather Chest Crossbody Bag,1254.0,0.0,40.0,/generic-mens-fanny-bags-multipurpose-pu-leather-chest-crossbody-bag-135381143.html,40.0
Soft Grey Patched Fluffy Carpets 5*8,2577.0,0.0,36.0,/patched-soft-grey-fluffy-carpets-58-generic-mpg349879.html,36.0
M90 Sports HiFi Stereo Music Waterproof Headset,888.0,9.0,32.0,/generic-m90-sports-hifi-stereo-music-waterproof-headset-114305168.html,32.0
3D Waterproof Underwater World Shower Curtain 180*180cm,1199.0,4.0,46.0,/generic-3d-waterproof-underwater-world-shower-curtain-180180cm-55180274.html,46.0
Rechargeable LED Light-Varied Color,1350.0,0.0,10.0,/generic-rechargeable-led-light-varied-color-34065552.html,10.0
Fashion 12PCs Happy Men's Socks - Multicolour,749.0,,6.0,/12pcs-happy-mens-socks-multicolour-fashion-mpg266672.html,6.0
Apple Fashion Lightning Data PD Type C Fast Charger Cable IPhone Apple.,1500.0,0.0,50.0,/apple-fashion-lightning-data-pd-type-c-fast-charger-cable-iphone-apple.-143219009.html,50.0
Nunix Electric Stand Mixer Whisk Egg Beater Cake Baking Mixer,1497.0,0.0,25.0,/nunix-electric-stand-mixer-whisk-egg-beater-cake-baking-mixer-94149564.html,25.0
"Sunnypex Solarmax ⚡Solar Panel System Fullkit 150w Solar Panel + 100AH Battery + 600w Inverter + 10 Amp Controller + 4 Bulbs+free Extension,energy Saving ⚡",15900.0,0.0,47.0,/solarmax-solar-panel-system-fullkit-150w-solar-panel-100ah-battery-600w-inverter-10-amp-controller-4-bulbsfree-extensionenergy-saving-sunnypex-mpg602670.html,47.0
Fashion Women's Casual Stretchy Bodycon Pencil Printed  Skirt,599.0,2.0,45.0,/fashion-womens-casual-stretchy-bodycon-pencil-printed-skirt-150682405.html,45.0
"NIVEA Pearl & Beauty Anti-Perspirant Rollon For Women, 48h - 50ml",390.0,,25.0,/nivea-pearl-beauty-anti-perspirant-rollon-for-women-48h-50ml-67957553.html,25.0
Fashion Half Coat / Puff Jacket (double Sided) - Blue,1800.0,0.0,14.0,/fashion-half-coat-puff-jacket-double-sided-blue-81295944.html,14.0
Fashion 【 Black 】 Men's Shoes Mens Sneakers Canvas Casual Sports Breathable Loafers,1099.0,0.0,45.0,/fashion-black-mens-shoes-mens-sneakers-canvas-casual-sports-breathable-loafers-121432323.html,45.0
"Fashion Y-68 FITNESS,HEALTH AND LIFESTYLE SMART WATCH",939.0,0.0,33.0,/fashion-y-68-fitnesshealth-and-lifestyle-smart-watch-86443939.html,33.0
Dr. Rashel Skin Natural Aloe Vera Soothing & Moisture Toner,483.0,,31.0,/skin-natural-aloe-vera-soothing-moisture-toner-dr.-rashel-mpg449884.html,31.0
Uno Family Fan Party Playing Card Game,400.0,,44.0,/uno-family-fan-party-playing-card-game-115253172.html,44.0
Smart Collection SAUVAGE By SMART COLLECTION,330.0,,45.0,/smart-collection-sauvage-by-smart-collection-154721777.html,45.0
Maybelline Superstay Vinyl Ink 10 Lippy,1988.0,0.0,25.0,/maybelline-superstay-vinyl-ink-10-lippy-115584167.html,25.0
Fashion Contact Lens Storage Travel Kit Mirror Tweezer Solution Case,399.0,,11.0,/fashion-contact-lens-storage-travel-kit-mirror-tweezer-solution-case-48906504.html,11.0
Fashion 4 In 1 Women's Bag  Leather Shoulder Bag Crossbody Bag Set - Black,1010.0,0.0,49.0,/fashion-4-in-1-womens-bag-leather-shoulder-bag-crossbody-bag-set-black-126318109.html,49.0
"Samsung A14, 6.6"", 128GB + 4GB, ",24599.0,99.0,2.0,/samsung-a14-6.6-128gb-4gb-161856344.html,2.0
Oppo VOOC USB Type C (Super Fast Charge),459.0,,8.0,/oppo-vooc-usb-type-c-super-fast-charge-152293859.html,8.0
Men Fitness Gyms Workout Shorts Sportswear,1202.0,4.0,47.0,/generic-men-fitness-gyms-workout-shorts-sportswear-57295718.html,47.0
Fashion Monkey Bag Travel,1499.0,9.0,12.0,/monkey-bag-travel-fashion-mpg257977.html,12.0
Sokany HighQuality Juicer Extractor Press Centrifugal Juice Machine,5499.0,9.0,45.0,/highquality-juicer-extractor-press-centrifugal-juice-machine-sokany-mpg976038.html,45.0
Solar Lamps LED 2heads Motion Sensor Waterproof For Outdoors,1899.0,0.0,37.0,/solar-lamps-led-2heads-motion-sensor-waterproof-for-outdoors-114044668.html,37.0
Fashion Anti-slip Boy Shoes Kids Beach Sandal - Blue& Red,690.0,0.0,43.0,/fashion-anti-slip-boy-shoes-kids-beach-sandal-blue-red-121378606.html,43.0
Marwa German Longlife 30pcs Heavy Duty Cookware Set Sufurias,13488.0,99.0,48.0,/german-longlife-30pcs-stainless-heavyduty-cookware-set-marwa-mpg723111.html,48.0
Fashion Women Dual-layer Star Pendant Anklet Ankle Bracelet-Silver,98.0,,50.0,/fashion-women-dual-layer-star-pendant-anklet-ankle-bracelet-silver-48036059.html,50.0
"Itel A18, 5.0"" Display, 32GB ROM +1GB RAM (Dual Sim) 2400mAh - Gray + Free Gifts",7129.0,9.0,29.0,/itel-a18-5.0-display-32gb-rom-1gb-ram-dual-sim-2400mah-gray-free-gifts-99667400.html,29.0
Marado Rice- Cooker Multi-function.,7012.0,0.0,21.0,/marado-rice-cooker-multi-function.-132257875.html,21.0
Solarmax 150AH HEAVY DUTY SOLAR BATTERY,9500.0,0.0,47.0,/solarmax-150ah-heavy-duty-solar-battery-121584755.html,47.0
Ors Olive Wrap Set Mousse + Heat Protection Serum(Coconut,970.0,0.0,39.0,/ors-olive-wrap-set-mousse-heat-protection-serumcoconut-152166479.html,39.0
"Itel S23 6.6"", 128GB ROM + Up To 8GB RAM, 50MP Camera, 5000mAh+CELLINY 3",14199.0,0.0,43.0,/itel-s23-6.6-128gb-rom-up-to-8gb-ram-50mp-camera-5000mahcelliny-3-151120121.html,43.0
6 Kg Gas Regulator And 2 Meters Gas Pipe + 2 Clips,695.0,0.0,31.0,/generic-6-kg-gas-regulator-and-2-meters-gas-pipe-2-clips-58400239.html,31.0
"Vitron 43"" Inch,SMART Android FHD TV,DECODER,NETFLIX,YOUTUBE-4388FS+ GIFTS",24450.0,0.0,47.0,/vitron-43-inchsmart-android-fhd-tvdecodernetflixyoutube-4388fs-gifts-150642302.html,47.0
JIBAO 3 Column Wardrobe Assemble Portable Home Storage,2699.0,0.0,40.0,/jibao-3-column-wardrobe-assemble-portable-home-storage-61912598.html,40.0
Oraimo Hand Held Cordless Vacuum Cleaner-SilverAMZN,4199.0,0.0,30.0,/oraimo-hand-held-cordless-vacuum-cleaner-silveramzn-121061158.html,30.0
Remote Control For Gotvi,349.0,,46.0,/remote-control-for-gotve-generic-mpg313185.html,46.0
Ors Olive Mousse,1225.0,0.0,18.0,/ors-olive-mousse-153177044.html,18.0
Wired Extra Bass Headphones Headsets,600.0,0.0,40.0,/generic-wired-extra-bass-headphones-headsets-100436178.html,40.0
Valon Valon Lotion Cocoa Butter 400ml,204.0,,10.0,/valon-valon-lotion-cocoa-butter-400ml-114970416.html,10.0
For Xiaomi Mi Band 5/6/7 Nylon Loop Integrated  Woven Strap(Black ),399.0,,41.0,/generic-for-xiaomi-mi-band-567-nylon-loop-integrated-woven-strapblack-95173527.html,41.0
Wireless Bluetooth Earbuds HIFI Stereo Sensor Control T3,2987.0,0.0,23.0,/generic-wireless-bluetooth-earbuds-hifi-stereo-sensor-control-t3-139347310.html,23.0
"Samsung UA32T5300AU,32 Inch Smart HD TV Series 5 Inbuilt WIFI + FREE Wall Bracket",27999.0,0.0,7.0,/ua32t5300au32-inch-smart-hd-tv-series-5-inbuilt-wifi-free-wall-bracket-samsung-mpg1440633.html,7.0
12V-24V 8A Automatic Car Battery Charger Power Pulse Repair Chargers,3343.0,3.0,36.0,/generic-12v-24v-8a-automatic-car-battery-charger-power-pulse-repair-chargers-72051348.html,36.0
Nunix Auto Ignition Table Top Stainless Steel 2 Burner Gas Cooker,2390.0,0.0,40.0,/nunix-auto-ignition-table-top-stainless-steel-2-burner-gas-cooker-153902114.html,40.0
Set Of 6 Beautiful Dinner Serving Ceramic Plates,1600.0,0.0,20.0,/generic-set-of-6-beautiful-dinner-serving-ceramic-plates-123058505.html,20.0
Jbl Earpods,1400.0,0.0,44.0,/jbl-earpods-152666538.html,44.0
Fashion Backpack Bags Women's Backpack,759.0,,24.0,/fashion-backpack-bags-womens-backpack-123053617.html,24.0
Humidifier Air Freshener Oil Diffuser,1245.0,0.0,38.0,/generic-humidifier-air-freshener-oil-diffuser-115257720.html,38.0
